IA.Name,Member.ID,Start.Date,End.Date,IA.ID,IA.Group.1,IA.Group.2,Type,City,Voivodship,Full.Name,Age,Gender,RT.Affiliation,Profession
Jagiellonian University Faculty of Law,230,1982-09-01,1989-02-01,IA00597,UJ,FOL,Postsecondary School,NA,NA,Tadeusz Zieliński,62,M,Opposition,Lawyer
Adam Mickiewicz University,231,1957-01-01,1989-02-01,IA00189,AMU,NA,Postsecondary School,Poznan,NA,Janusz Ziółkowski,64,M,Opposition,Academic
Commission for the Realization of the Rzeszow-Ustrycki Agreement,5,1981-02-09,1981-12-13,IA00335,CRRUA,NA,Opposition Group,NA,NA,Artur Balasz,37,M,Opposition,Agricultural Engineer
NSZZ Solidarność Advisor,6,1980-08-31,1989-02-01,IA00802,NSZZS,AD,Opposition Group Leadership Body National,NA,NA,Bolesław Banaszkiewich,34,M,Opposition,Lawyer
Interned Goleniów,7,1981-12-13,1982-02-12,IA00549,INT,GOLE,Protest Action,NA,NA,Piotr Baumgart,47,M,Opposition,Agricultural Worker Technician
Warsaw Uprising,8,1944-08-01,1944-10-02,IA01368,POWWAW,NA,Protest Action,NA,NA,Janusz Beksiak,59,M,Opposition,Academic Economics
Inter-factory Coordinating Committee for Solidarność Youth,13,1982-01-01,1984-12-31,IA00553,MKSSY,NA,Protest Action,NA,NA,Grzegorz Bierecki,25,M,Opposition,Academic Humanities
Catholic Youth Academic Association “Soli Deo”,14,1987-10-01,1989-02-01,IA00283,CYASD,NA,Charitable or Humanitarian Organization,NA,NA,Robert Bitner,22,M,Opposition,Academic Student
Warsaw University Department of Biophysics,15,1985-01-01,1989-02-01,IA01321,UW,DBIOP,Postsecondary School,NA,NA,Grzegorz Boguta,36,M,Opposition,Academic Biophysics
Association of Polish Youth,19,1949-01-01,1956-12-31,IA00245,ZMP,NA,Independent Society,NA,NA,Stefan Bratkowski,54,M,Opposition,Journalist
Institute for Building,22,1970-01-01,1973-12-31,IA00523,IB,NA,Research Institue,NA,NA,Ryszard Bugaj,44,M,Opposition,Academic Economist
Inter-factory Founding Committee Mazowsze,23,1980-09-04,1981-12-13,IA00574,MKZMA,NA,Protest Action,NA,NA,Zbigniew Bujak,33,M,Opposition,Worker Electrician
NSZZ Solidarność Founding Committee Ministry of Justice,24,1980-08-31,1980-10-01,IA00843,NSZZS,FCMINJUS,NA,NA,NA,Iwo Byczewski,40,M,Opposition,Academic Law
March 1968 Student Protests Warsaw,25,1968-03-01,1968-06-01,IA00703,MR68,WAW,Protest Action,NA,NA,Andrzej Czeliński,38,M,Opposition,Academic Sociology
PAN Medical Sciences Commission,26,1976-01-01,1989-02-01,IA01020,PAN,MEDSC,Research Institue,NA,NA,Zbigniew Chłap,59,M,Opposition,Medical Doctor
NSZZ Solidarność Founding Committee Medical Academy Poznań,27,1980-09-01,1981-12-31,IA00837,NSZZS,FCMEDAP,Opposition Group Leadership Body Regional or Local,NA,NA,Maria Chmiel,59,F,Opposition,Medical Doctor
“Biuletynu” KOS,28,1982-05-01,1989-02-01,IA00008,BKOS,NA,NA,NA,NA,Eryk Chojnacki,26,M,Opposition,Academic Student
NZS University Committee Warsaw University,30,1989-01-01,1989-02-01,IA00959,NZS,UCUW,NA,NA,NA,Piotr Ciompa,21,M,Opposition,Academic Student
Miners Solidarność National Committee advisor,31,1980-09-01,1981-12-13,IA00740,MNRSO,NCA,Opposition Group Leadership Body National,NA,NA,Paweł Czartoryski,64,M,Opposition,Academic Economics and History of Science
Polish Scouting Association - ZHP,32,1978-01-01,1982-12-31,IA01068,ZHP,NA,NA,NA,NA,Piotr Czerwiec,25,M,Opposition,Academic Student
Factory Committee Solidarność Radom,34,1980-09-01,1981-12-13,IA00417,FCR,NA,Protest Action,NA,NA,Piotr Dąbrowski,38,M,Opposition,Engineer Agriculture
First Solidarność National Congress Delegate,35,1981-10-01,1981-11-30,IA00444,FSNCD,NA,Opposition Group Meeting,NA,NA,Tadeusz Diem,48,M,Opposition,Academic Chemistry
Higher School of Economics Poznań,36,1961-09-01,1968-08-31,IA00502,HSEP,NA,Postsecondary School,Poznan,NA,Jerzy Dietl,61,M,Opposition,Academic Economics
Higher School of Economics Sopot Faculty of the Sea,38,1950-09-01,1951-08-31,IA00504,HSES,FOTS,Postsecondary School,Sopot,NA,Wladysław Dobrowolski,61,M,Opposition,Academic Economics
Lech Wałęsa advisor,39,1980-09-01,1989-02-01,IA00648,LWAD,NA,Opposition Group Leadership Body National,NA,NA,Andrzej Dobrucki,65,M,Opposition,Lawyer
Polish Scouting Association Central School for Instructors,41,1979-01-01,1981-12-31,IA01069,ZHP,CSI,Scouting Organization,NA,NA,Michał Downarowicz,33,M,Opposition,Academic
Wrocław University Faculty of Math Physics and Chemistry,42,1980-09-01,1985-12-31,IA01391,WRPOLY,FMPHYSC,Postsecondary School,NA,NA,Roman Duda,53,M,Opposition,Academic Mathematics
KSS-KOR Collaborator,43,1977-09-01,1977-12-31,IA00626,KSSKOR,NA,Opposition Group,NA,NA,Jan Dworak,40,M,Opposition,Journalist
Pirogow Hospital,45,1972-09-01,1989-02-01,IA01041,PH,NA,Medical Facility,NA,NA,Marek Edelman,66,M,Opposition,Medical Doctor
Social Legislative Council (Solidarność),46,1980-09-01,1989-02-01,IA01184,SLCS,NA,Opposition Group Leadership Body National,NA,NA,Lech Falandysz,46,M,Opposition,Lawyer
“Gazeta Handlowa”,47,1949-01-01,1956-12-13,IA00038,GHAND,NA,Periodical,NA,NA,Wanda Falkowska-Szymańska,65,F,Opposition,Journalist
“Sztandar Młodych”,48,1955-01-01,1957-12-31,IA00148,SZML,NA,Periodical,NA,NA,Dariusz Fikus,56,M,Opposition,Journalist
PAN,49,1986-01-01,1989-02-01,IA00976,PAN,NA,Research Institue,NA,NA,Władysław Findeisen,63,M,Opposition,Academic Electrical Engineer
NSZZ Solidarność Commission for National Understanding,50,1981-02-01,1981-12-31,IA00806,NSZZS,KKP,Opposition Group Leadership Body National,NA,NA,Władysław Frasyniuk,34,M,Opposition,Worker Bus Mechanic
PZPR member,53,1950-01-01,1968-08-30,IA01113,PZPR,MEM,NA,NA,NA,Bronisław Geremek,56,M,Opposition,Academic Historian
Center for Research and Analysis,54,1982-03-01,1982-08-31,IA00294,CRA,NA,Research Institue,NA,NA,Grażyna Gęsicka,37,F,Opposition,Academic Sociologist
PZPR member,55,1964-01-01,1981-12-31,IA01113,PZPR,MEM,NA,NA,NA,Mieczysław Gil,45,M,Opposition,Worker Steel
Cultural Committee for the Mazowsze Region,56,1980-09-01,1981-12-31,IA00361,CCMR,NA,Independent Society,NA,NA,Maria Gintowt-Jankowicz,45,F,Opposition,Lawyer
NSZZ Solidarność Member,57,1980-09-01,1989-02-01,IA00873,NSZZS,MEMB,Opposition Group,NA,NA,Andrzej Glapiński,44,M,Opposition,Worker Miner
“Suma”,58,1988-01-01,1989-02-01,IA00146,SUMA,NA,Periodical,NA,NA,Elżbieta Golik,24,F,Opposition,Academic Student
Bureau of Construction Projects Gdańsk Shipyards,59,1969-01-01,1970-12-31,IA00270,BCPG,NA,Government Agency Regional or Local,Gdańsk,NA,Bogusław Kazimierz Gołąb,42,M,Opposition,Worker Mechanic
NSZZ Solidarność Founding Committee Institute of Labor and Social Policy,60,1980-09-01,1981-12-31,IA00829,NSZZS,FCILSP,Opposition Group Leadership Body Regional or Local,NA,NA,Helena Góralska,41,F,Opposition,Academic Economist
Inter-factory Strike Committee Katowice Steel Works,61,1980-08-01,1981-12-31,IA00557,MKSK,NA,Protest Action,NA,NA,Jan Andrzej Górny,33,M,Opposition,Worker Computer Systems
Coordinating Committee for Health Services Małopolska,63,1988-01-01,1989-02-01,IA00344,CCHSM,NA,Government Agency Regional or Local,NA,NA,Anna Grajcarek,32,F,Opposition,Medical Doctor
Miners Committee Solidarność Copper Mining and Smelting Plant Lubin,64,1988-01-01,1989-02-01,IA00739,MCSCM,NA,Protest Action,NA,NA,Władysław Grocki,34,M,Opposition,Worker Mining Technician
Association of Polish Architects,65,1970-01-01,1989-02-01,IA00240,SARP,NA,National Professional Association,NA,NA,Andrzej Grudziński,64,M,Opposition,Academic Architect
PAN Laboratory for Social Sciences,66,1966-01-01,1970-12-31,IA01017,PAN,LSS,Research Institue,NA,NA,Janusz Grzelak,47,M,Opposition,Academic Psychologist
Medical Academy Poznań,67,1978-01-01,1989-02-01,IA00727,MEDAP,NA,Postsecondary School,NA,NA,Anna Grzymisławska,41,F,Opposition,Lawyer
Higher School of Pedagogy Gdańsk,68,1960-09-01,1969-08-31,IA00506,HSPG,NA,Postsecondary School,Gdańsk,NA,Jerzy Grzywacz,60,M,Opposition,Academic Physics
KIK Warsaw,69,1972-01-01,1989-02-01,IA00624,KIK,WAW,Salon,NA,NA,Krzysztof Hagemejer,37,M,Opposition,Academic Economics
Mainstream Independence,70,1977-01-01,1977-12-31,IA00696,MAINI,NA,Independent Society,NA,NA,Aleksander Hall,35,M,Opposition,Academic historian
Ministry of Labor Center for Staff Training and Improvement,71,1970-01-01,1983-12-31,IA00760,MINLAB,CSTI,Government Leadership Body National,NA,NA,Arwid Yrio Hansen,71,M,Opposition,Medical Doctor
NSZZ Solidarność Member,72,1980-09-01,1989-02-01,IA00873,NSZZS,MEMB,Opposition Group,NA,NA,Stefania Hejmanowska,51,F,Opposition,Worker Chemist
“Wiedza i Życie”,73,1974-01-01,1989-02-01,IA00159,WIZ,NA,Periodical,NA,NA,Maciej Tadeusz Iłowiecki,53,M,Opposition,Journalist
“Biuletyn Informacyjny” KSS-KOR,75,1977-09-01,1980-02-29,IA00011,BKSS,NA,Periodical,NA,NA,Janina Jankowska,49,F,Opposition,Journalist
Union of Polish Teachers - ZNP,77,1970-01-01,1974-12-31,IA01265,ZNP,NA,NA,NA,NA,Gabriel Janowski,41,M,Opposition,Academic Agriculture
Union of Polish Students - ZSP,80,1966-01-01,1970-12-31,IA01264,ZSP,NA,NA,NA,NA,Jerzy Jaśkowski,40,M,Opposition,Medical Doctor
Polish Radio,81,1973-01-01,1981-12-31,IA01066,RADP,NA,Government Agency National,NA,NA,Wiesław Johann,49,M,Opposition,Lawyer
Łódź University Department of Theory for Strengthening the Economy,82,1975-01-01,1989-02-01,IA00686,LU,DTSE,Postsecondary School,NA,NA,Cezary Józefiak,56,M,Opposition,Academic Economics
Bureau for the Project of Building Nowa Huta,83,1950-01-01,1959-12-31,IA00269,BPBNH,NA,Government Agency Regional or Local,Nowa Huta,NA,Stanisław Juchnowicz,65,M,Opposition,Academic Architect
Lenin Steelworks Nowa Huta,84,1973-01-01,1989-02-01,IA00654,LSWNH,NA,Factory,NA,NA,Stefan Jurczak,50,M,Opposition,Worker Steel Mechanic
Horse Rallies in Memory of the Heroes of September 1939,85,1963-01-01,1981-12-31,IA00514,HRMHS,NA,Independent Society,NA,NA,Mieczysław Kaczanowski,54,M,Opposition,Journalist
Seminar of Stanisław Ehrlich,86,1970-01-01,1980-12-31,IA01165,SEMSE,NA,Salon,NA,NA,Jarosław Kaczyński,39,M,Opposition,Lawyer
KSS-KOR Collaborator,87,1977-09-01,1981-09-30,IA00626,KSSKOR,NA,Opposition Group,NA,NA,Lech Kaczyński,39,M,Opposition,Lawyer
NZS University Committee Warsaw Academy of Medicine,88,1988-10-01,1989-02-01,IA00960,NZS,UCWAM,Opposition Group Leadership Body Regional or Local,NA,NA,Witold Paweł Kalbarczyk,22,M,Opposition,Student
Copernicus University Faculty of Law,89,1962-09-01,1989-02-01,IA00349,KU,FLAW,Postsecondary School,NA,NA,Marian Kallas,50,M,Opposition,Academic Historian
“Nasze Wiadomości”,90,1984-11-01,1989-02-01,IA00086,NWIA,NA,Periodical,NA,NA,Mariusz Kamiński,23,M,Opposition,Student
Miners Trade Union,91,1972-01-01,1980-12-31,IA00742,MNRTU,NA,Opposition Group,NA,NA,Henryk Karaś,40,M,Opposition,Worker Mining Engineer
Polish Ecological Club,93,1980-01-01,1989-02-01,IA01049,PEC,NA,National Professional Association,NA,NA,Andrzej Kassenberg,40,M,Opposition,Academic Geographer
Warsaw Polytechnic Faculty of Environmental Engineering,94,1951-09-01,1956-08-31,IA01307,WPOLY,FENV,Postsecondary School,NA,NA,Janusz Kindler,54,M,Opposition,Academic Engineer
Academic Pastoral Care,95,1983-01-01,1989-02-01,IA00182,APC,NA,Charitable or Humanitarian Organization,NA,NA,Andrzej Klasik,45,M,Opposition,Academic Economics
State Scientific Publishing House,98,1966-01-01,1968-12-31,IA01212,SSPH,NA,Publishing House,NA,NA,Jan Kofman,47,M,Opposition,Academic Historian
NSZZ Solidarność Member,99,1980-09-01,1989-02-01,IA00873,NSZZS,MEMB,Opposition Group,NA,NA,Ryszard Kostrzewa,42,M,Opposition,Worker
Warsaw Office of Building and Investment,100,1964-01-01,1966-12-31,IA01286,WOBI,NA,Government Agency Regional or Local,NA,NA,Adam Tadeusz Kowalewski,48,M,Opposition,Academic Economist
NSZZ Solidarność Workers Committee Lenin Steel Works,101,1980-09-01,1981-12-31,IA00812,NSZZS,WCLSW,Opposition Group Leadership Body Regional or Local,NA,NA,Krzysztof Kozłowski,57,M,Opposition,Journalist
PAN Committee of Environmental Engineers,102,1982-01-01,1987-12-31,IA00988,PAN,COEE,Research Institue,NA,NA,Stefan Kozłowski,61,M,Opposition,Academic Geology
Gdańsk Regional Appeal Commission re Work,103,1978-01-01,1978-12-31,IA00474,GRAC,NA,Government Agency Regional or Local,Gdańsk,NA,Marek Krankowski,42,M,Opposition,Worker Administration
Declaration of the Student Movement,104,1968-03-15,1968-03-15,IA00369,DSM,NA,Protest Statement,NA,NA,Marcin Król,44,M,Opposition,Journalist
KWK “Thirtieth Anniversary of the PRL” Pniówek,105,1973-01-01,1989-02-01,IA00640,KWK13,NA,Factory,NA,NA,Wiktor Krywulko,37,M,Opposition,Worker Mining Technician
Olsztyn Provincial Hospital,106,1966-09-01,1968-08-31,IA00966,OPH,NA,Medical Facility,NA,NA,Marek Kulerski,50,M,Opposition,Medical Doctor
Międzylesie Primary School,107,1960-09-01,1981-12-31,IA00738,MPS,NA,High School,NA,NA,Wiktor Kulerski,44,M,Opposition,Academic Historian
“Red Number One” Warsaw Scout Troop,109,1960-01-01,1976-12-31,IA01126,RED1WST,NA,Scouting Organization,NA,NA,Michał Kulesza,40,M,Opposition,Lawyer
Warsaw University Institute of Microbiology,110,1961-09-01,1986-08-31,IA01352,UW,IMICROB,Postsecondary School,NA,NA,Władysław J.H. Kunicki-Goldfinger,72,M,Opposition,Academic Microbiologist
PAN Committee for Chemistry,111,1976-01-01,1989-02-01,IA00983,PAN,CFC,Research Institue,NA,NA,Gotfryd Kupryszewski,59,M,Opposition,Academic Chemistry
Institute of Hematology Clinic of Internal Medicine,112,1956-01-01,1960-12-31,IA00530,IHCIM,NA,Research Institue,NA,NA,Zofia Kuratowska,57,F,Opposition,Medical Doctor
“Hot”,113,1957-01-01,1960-12-31,IA00056,HOT,NA,Periodical,NA,NA,Jacek Kurczewski,46,M,Opposition,Academic Sociologist
“Red Troop” Polish Scouting Association,114,1955-01-01,1964-12-31,IA01125,REDTPSA,NA,Scouting Organization,NA,NA,Jacek Kuroń,54,M,Opposition,Academic Historian
“Krytyka”,115,1978-01-01,1989-02-01,IA00069,KRYT,NA,Periodical,NA,NA,Wojciech Lamentowicz,42,M,Opposition,Academic Law
Institute of Planning Warsaw,116,1975-07-01,1981-12-31,IA00536,IPW,NA,NA,NA,NA,Antoni Leopold,72,M,Opposition,Academic Agriculture
Prisoners Aid Committee in Pozńan,117,1956-10-01,1958-12-31,IA01103,PACP,NA,Charitable or Humanitarian Organization,NA,NA,Edward Lipiec,52,M,Opposition,Academic Agronomist
NSZZ Solidarność Member,118,1980-09-01,1989-02-01,IA00873,NSZZS,MEMB,Opposition Group,NA,NA,Władysław Liwak,46,M,Opposition,Lawyer
Association of Socialist Youth,119,1963-01-01,1967-12-31,IA00252,ZMS,NA,Independent Society,NA,NA,Helena Łuczywo,43,F,Opposition,Journalist
PZPR member,120,1975-01-01,1981-12-31,IA01113,PZPR,MEM,NA,NA,NA,Bogdan Lis,36,M,Opposition,Worker Electrician
March 1968 Student Protests Warsaw,121,1968-02-01,1968-05-01,IA00703,MR68,WAW,Protest Action,NA,NA,Jan Lityński,43,M,Opposition,Academic Mathematician
Primates Committee for People Deprived of their Liberty and their Families,122,1982-01-01,1989-02-01,IA01099,PCPDLF,NA,Charitable or Humanitarian Organization,NA,NA,Andrzej Łuszewski,32,M,Opposition,Worker Agriculture
NSZZ Solidarność Founding Committee Center for Postgraduate Medical Education,123,1980-09-01,1981-12-31,IA00821,NSZZS,FCPME,Opposition Group Leadership Body Regional or Local,NA,NA,Wanda Majewska,42,F,Opposition,Academic Economist
NSZZ Individual Farmers “Solidarity” Provincial Board Skierniewicz,124,1980-10-01,1981-12-31,IA00795,NSZZIF,PBSK,Opposition Group Leadership Body Regional or Local,NA,NA,Edward Małecki,47,M,Opposition,Worker Individual Farmer
“Wrocławski Tygodnik Katolicki”,125,1953-01-01,1955-12-31,IA00167,WTG,NA,Periodical,NA,NA,Tadeusz Mazowiecki,61,M,Opposition,Journalist
Silesian Ecological Club,126,1984-01-01,1989-02-01,IA01168,SEC,NA,Independent Society,NA,NA,Jan Mazurkiewicz,34,M,Opposition,Worker
Strike Committee Construction Companies in the Copper Basin,127,1980-08-01,1980-09-30,IA01219,SCCCCB,NA,Protest Action,NA,NA,Albin Melcer,46,M,Opposition,Worker Building Engineer
“Solidarność”,128,1980-08-01,1980-08-31,IA00136,SOLID,NA,Periodical,NA,NA,Jacek Merkel,34,M,Opposition,Worker Engineer
Club of the Crooked Circle,129,1964-01-01,1964-12-31,IA00324,CCC,NA,Salon,NA,NA,Adam Michnik,42,M,Opposition,Academic Historian
Center for Cooperative Housing Construction Associations Warsaw,130,1973-01-01,1979-12-31,IA00285,CCHCW,NA,Government Agency Regional or Local,NA,NA,Witold Mieszkowski,50,M,Opposition,Academic Architect
Polish Ecological Club,131,1981-01-01,1989-02-01,IA01049,PEC,NA,National Professional Association,NA,NA,Aureliusz Mikłaszewski,48,M,Opposition,Medical Doctor
District Water and Sewers Company Szczecin,132,1968-07-01,1980-12-31,IA00384,DWSCS,NA,Factory,NA,NA,Andrzej Milczanowski,49,M,Opposition,Lawyer
Warsaw Steel Works,133,1959-07-01,1989-02-01,IA01314,WSW,NA,Factory,NA,NA,Andrzej Miłkowski,49,M,Opposition,Worker Steelworker
“Res Publica”,134,1987-01-01,1989-02-01,IA00124,RESP,NA,Periodical,NA,NA,Jacek Moskwa,40,M,Opposition,Journalist
Higher School of Economics Łódź,135,1950-01-01,1961-08-31,IA00501,HSEL,NA,Postsecondary School,Lodz,NA,Jan Mujżel,65,M,Opposition,Academic Economics
“Biuletyn Informacyjny” KOR,136,1976-09-01,1977-09-01,IA00010,BKOR,NA,NA,NA,NA,Michał Nawrocki,46,M,Opposition,Academic Physics
Hospital of the Infant Jesus Warsaw Department of Internal Medicine,138,1947-09-01,1951-08-31,IA00515,HJW,DIM,Medical Facility,Warsaw,NA,Róża Nowotna-Walcowa,66,F,Opposition,Medical Doctor
Factory Committee Solidarność Bełchatów Teachers,139,1981-05-01,1981-12-31,IA00393,FCBT,NA,Protest Action,NA,NA,Edward Olszewski,33,M,Opposition,Worker Robotics
“Po Prostu”,140,1956-07-01,1957-12-31,IA00108,POPR,NA,Periodical,NA,NA,Jan Olszewski,58,M,Opposition,Lawyer
March 1968 Student Protests Warsaw,141,1968-03-01,1968-06-01,IA00703,MR68,WAW,Protest Action,NA,NA,Janusz Onyszkiewicz,51,M,Opposition,Academic Mathematician
PZPR member,142,1963-01-01,1982-02-01,IA01113,PZPR,MEM,NA,NA,NA,Walerian Pańko,47,M,Opposition,Academic Law
“Fundamenty”,143,1960-01-01,1962-12-31,IA00035,FUN,NA,Periodical,NA,NA,Aleksander Paszyński,60,M,Opposition,Journalist
Factory Committee Solidarność Warsaw University Faculty of Law and Administration,144,1980-09-01,1981-12-31,IA00425,FCWUFLA,NA,Protest Action,NA,NA,Krystyna Pawłowicz,36,F,Opposition,Academic Law
NSZZ Solidarność Member,145,1980-09-01,1989-02-01,IA00873,NSZZS,MEMB,Opposition Group,NA,NA,Alojzy Pietrzyk,37,M,Opposition,Worker Miner
Polish Radio,146,1939-09-01,1945-12-31,IA01066,RADP,NA,Government Agency National,NA,NA,Edmund Jan Osmańczych,75,M,Opposition,Journalist
Inter-factory Founding Committee Pozńan,147,1980-09-01,1981-12-31,IA00575,MKZP,NA,Protest Action,NA,NA,Janusz Pałubicki,41,M,Opposition,Academic Art History
Inter-factory Strike Committee KWK July Manifesto (August 1988),148,1988-08-01,1988-08-31,IA00562,MKSGJM,NA,NA,NA,NA,Leszek Piotrowski,50,M,Opposition,Lawyer
Fisheries Enterprise and Fishing Services ARKA in Gdyńia,149,1961-07-01,1962-06-30,IA00446,FEFSA,NA,Factory,NA,NA,Zygmunt Polański,59,M,Opposition,Academic Economics
KWK Andaluzja,150,1978-07-01,1989-02-01,IA00633,KWKA,NA,Factory,NA,NA,Piotr Polmański,34,M,Opposition,Worker Miner
Provincial House of Culture Bydgoszcz,151,1970-09-01,1972-08-31,IA01107,PHCB,NA,Government Agency Regional or Local,NA,NA,Jerzy Puciata,55,M,Opposition,Artist
NSZZ Solidarność Member,152,1980-09-01,1989-02-01,IA00873,NSZZS,MEMB,Opposition Group,NA,NA,Edward Radziewicz,41,M,Opposition,Worker Mechanic
Seminar on Experience and the Future in Warsaw,154,1979-01-01,1979-12-31,IA01159,SEMEFW,NA,Salon,NA,NA,Anna Radziwiłł,52,F,Opposition,Academic Historian
Health Care Group in Gliwice,155,1978-07-01,1989-02-01,IA00494,HCG,NA,Medical Facility,Gliwice,NA,Krzysztof Rajpert,55,M,Opposition,Medical Doctor
PAN Institute of Economics,156,1981-01-01,1989-02-01,IA01002,PAN,IEC,Research Institue,NA,NA,Jerzy Regulski,64,M,Opposition,Academic Economist
Association PAX,158,1950-01-01,1989-02-01,IA00254,APAX,NA,Political Party,NA,NA,Ryszard Reiff,65,M,Opposition,Journalist
Miners Solidarność National Committee,159,1980-10-01,1981-12-31,IA00741,MNRSO,NC,Opposition Group Leadership Body National,NA,NA,Czesław Robakowski,40,M,Opposition,Worker Miner
NSZZ Individual Farmers “Solidarity” Provincial Board Szczecin,160,1980-09-01,1981-12-31,IA00796,NSZZIF,PBSZ,Opposition Group Leadership Body Regional or Local,NA,NA,Zbigniew Rokicki,41,M,Opposition,Worker Farmer
NZS University Committee Jagiellonian University,161,1980-10-01,1981-12-31,IA00955,NZS,UCUJ,Opposition Group Leadership Body Regional or Local,NA,NA,Jan Rokita,29,M,Opposition,Lawyer
